Satellite,époque,X,Y,Z
G17,2021-12-14 11:40:00,12691187.03714156,18165335.52956314,-14179352.362270877
G17,2021-12-14 11:56:40,12856144.251047963,19856290.352038525,-11606798.922667896
G17,2021-12-14 12:13:20,13033719.314590082,21205957.90086604,-8781286.913239101
G17,2021-12-14 12:30:00,13169868.23164215,22195197.966964193,-5762819.106652701
G17,2021-12-14 12:46:40,13209438.894218607,22818597.096076723,-2615501.106801933
G17,2021-12-14 13:03:20,13099059.982206346,23084506.13970848,593821.2347487684
G17,2021-12-14 13:20:00,12789960.008985579,23014440.449333895,3796983.332436931
G17,2021-12-14 13:36:40,12240580.393503092,22641872.2805983,6925951.728559134
G17,2021-12-14 13:53:20,11418856.232121427,22010474.02951365,9914271.068866355
G17,2021-12-14 14:10:00,10304054.329291068,21171897.14433408,12698477.053466866
G17,2021-12-14 14:26:40,8888079.239623759,20183193.66162186,15219445.055396257
G17,2021-12-14 14:43:20,7176183.529049877,19104004.23486664,17423645.623065885
G17,2021-12-14 15:00:00,5187046.931384334,17993647.458607092,19264280.236518953
G17,2021-12-14 15:16:40,2952219.1767178746,16908249.74272315,20702273.39374584
G17,2021-12-14 15:33:20,514951.5547861075,15898052.782344097,21707100.27778382
G17,2021-12-14 15:50:00,-2071528.687258203,15005026.94009236,22257432.811954558
G17,2021-12-14 16:06:40,-4746220.590400921,14260904.055286918,22341590.765659425
G17,2021-12-14 16:23:20,-7442925.269932691,13685723.042754745,21957788.647367787
G17,2021-12-14 16:40:00,-10093074.444557514,13286957.105425932,21114173.340470508
G17,2021-12-14 16:56:40,-12628678.915913178,13059263.61758298,19828651.731576394
G17,2021-12-14 17:13:20,-14985258.46442593,12984868.039676484,18128511.88257797
G17,2021-12-14 17:30:00,-17104615.408662196,13034562.987361867,16049845.541411985
G17,2021-12-14 17:46:40,-18937321.353336077,13169274.210104868,13636783.904870434
G17,2021-12-14 18:03:20,-20444800.103749305,13342118.117761185,10940562.470141944
G17,2021-12-14 18:20:00,-21600908.744059697,13500851.911929615,8018434.465766931
G17,2021-12-14 18:36:40,-22392942.5924531,13590598.464462116,4932455.658467964
G17,2021-12-14 18:53:20,-22822017.05762798,13556714.762189308,1748166.2072213641
G17,2021-12-14 19:10:00,-22902809.043486096,13347665.672268178,-1466802.4036908909
G17,2021-12-14 19:26:40,-22662671.0705162,12917764.348661406,-4644165.555156387
G17,2021-12-14 19:43:20,-22140161.22968828,12229646.8471801,-7716437.908749983
G17,2021-12-14 20:00:00,-21383059.996714078,11256361.161600549,-10618368.765386885
G17,2021-12-14 20:16:40,-20445969.439705715,9982969.329255199,-13288329.44745388
G17,2021-12-14 20:33:20,-19387610.245038323,8407584.577418914,-15669622.890268493
G17,2021-12-14 20:50:00,-18267946.290950753,6541792.539567634,-17711687.441830028
G17,2021-12-14 21:06:40,-17145274.529402524,4410435.027449579,-19371169.323192675
G17,2021-12-14 21:23:20,-16073419.32934465,2050765.2578980103,-20612841.202551328
G17,2021-12-14 21:40:00,-15099165.159683226,-488986.6671860488,-21410347.776057083
G17,2021-12-14 21:56:40,-14260049.845645376,-3151571.2621288425,-21746763.016069897
G17,2021-12-14 22:13:20,-13582623.21561428,-5873108.640275434,-21614947.740136236
G17,2021-12-14 22:30:00,-13081253.623385582,-8585797.105116606,-21017700.2854526
G17,2021-12-14 22:46:40,-12757538.65024232,-11220814.379609987,-19967697.277866013
G17,2021-12-14 23:03:20,-12600347.48834472,-13711275.358313734,-18487225.71237301
G17,2021-12-14 23:20:00,-12586492.41541886,-15995107.489419745,-16607711.773225117
G17,2021-12-14 23:36:40,-12681996.780761825,-18017708.626746304,-14369055.973895742
G4,2021-12-14 00:00:00,2200244.152036613,-23514593.61912842,-12074575.830016827
G4,2021-12-14 00:16:40,2933058.6047002543,-21968994.328832954,-14578306.945642712
G4,2021-12-14 00:33:20,3861982.81021861,-20193265.008886002,-16772401.458976913
G4,2021-12-14 00:50:00,5001630.4935137,-18245509.79390733,-18610272.047904957
G4,2021-12-14 01:06:40,6354470.463354642,-16187827.248091964,-20052899.412061304
G4,2021-12-14 01:23:20,7910407.623374097,-14083512.928146778,-21069658.674103618
G4,2021-12-14 01:40:00,9646975.399711033,-11994227.124150656,-21638967.415751252
G4,2021-12-14 01:56:40,11530131.786381908,-9977261.674545795,-21748742.02990576
G4,2021-12-14 02:13:20,13515622.484069124,-8083034.793073542,-21396653.072602835
G4,2021-12-14 02:30:00,15550847.634552313,-6352931.818117427,-20590174.428373527
G4,2021-12-14 02:46:40,17577144.679523103,-4817593.234173231,-19346425.298762467
G4,2021-12-14 03:03:20,19532380.00811078,-3495729.9999243245,-17691808.231795955
G4,2021-12-14 03:20:00,21353727.22834475,-2393521.136201271,-15661450.57679181
G4,2021-12-14 03:36:40,22980500.808917023,-1504620.8386389455,-13298460.816256996
G4,2021-12-14 03:53:20,24356910.93998707,-810773.3674219521,-10653015.128027717
G4,2021-12-14 04:10:00,25434608.92699032,-283004.98627552297,-7781293.188562621
G4,2021-12-14 04:26:40,26174902.135560375,116665.35425961576,-4744285.554531121
G4,2021-12-14 04:43:20,26550533.02529055,433079.7455111088,-1606497.8604193302
G4,2021-12-14 05:00:00,26546937.43286618,715463.5340790162,1565420.5491624016
G4,2021-12-14 05:16:40,26162922.017260164,1014736.0435259291,4704094.158246995
G4,2021-12-14 05:33:20,25410728.46997382,1380740.0181179391,7742854.494336733
G4,2021-12-14 05:50:00,24315481.37261517,1859523.9200521559,10617158.143845513
G4,2021-12-14 06:06:40,22914046.016783375,2490808.6589480015,13265959.049528128
G4,2021-12-14 06:23:20,21253350.643179677,3305761.4380288236,15633005.65148189
G4,2021-12-14 06:40:00,19388253.03432616,4325184.612500251,17668035.193820473
G4,2021-12-14 06:56:40,17379052.97812637,5558207.510458019,19327839.89210315
G4,2021-12-14 07:13:20,15288768.783695552,7001545.050865464,20577182.556549672
G4,2021-12-14 07:30:00,13180307.006121226,8639359.883527782,21389542.59801959
G4,2021-12-14 07:46:40,11113659.337428737,10443735.977103509,21747677.0115109
G4,2021-12-14 08:03:20,9143259.060082449,12375742.45962924,21643984.84497133
G4,2021-12-14 08:20:00,7315621.647450786,14387038.436482921,21080667.738974515
G4,2021-12-14 08:36:40,5667380.427032691,16421943.776707347,20069683.296175662
G4,2021-12-14 08:53:20,4223809.350941822,18419878.659311194,18632492.249085285
G4,2021-12-14 09:10:00,2997901.7267327197,20318057.034536898,16799604.58689699
G4,2021-12-14 09:26:40,1990047.3238818655,22054306.907206062,14609933.92328754
G4,2021-12-14 09:43:20,1188321.8093405636,23569884.07940323,12109973.378186602
G4,2021-12-14 10:00:00,569373.3019666411,24812146.021792237,9352810.03863646
G4,2021-12-14 10:16:40,99862.33883368969,25736958.914144468,6396998.576682086
G4,2021-12-14 10:33:20,-261614.92865754757,26310723.345959812,3305317.7454360095
G4,2021-12-14 10:50:00,-562213.666797405,26511922.141230345,143436.152523248
G4,2021-12-14 11:06:40,-852249.5194045259,26332116.43243771,-3021484.1701704552
G4,2021-12-14 11:23:20,-1182455.4728586744,25776342.37817585,-6122216.402125597
G4,2021-12-14 11:40:00,-1601219.2464203723,24862889.52322487,-9092898.999603346
G4,2021-12-14 11:56:40,-2151934.9647973375,23622471.338651985,-11870436.374558782
G4,2021-12-14 12:13:20,-2870597.35335146,22096827.500121526,-14395840.06947505
G4,2021-12-14 12:30:00,-3783755.0050935447,20336824.541295573,-16615481.719446884
G4,2021-12-14 12:46:40,-4906921.990233346,18400145.338880487,-18482231.1541283
G4,2021-12-14 13:03:20,-6243525.073715145,16348677.305323694,-19956455.626066122
G4,2021-12-14 13:20:00,-7784438.155830927,14245723.27479875,-21006859.265425127
G4,2021-12-14 13:36:40,-9508127.498914393,12153167.229108278,-21611145.356980316
G4,2021-12-14 13:53:20,-11381402.188953888,10128728.876355052,-21756487.82010574
G4,2021-12-14 14:10:00,-13360735.476157144,8223436.61910413,-21439802.262260485
G4,2021-12-14 14:26:40,-15394095.485065019,6479437.873531851,-20667811.09873482
G4,2021-12-14 14:43:20,-17423199.53946262,4928249.542308973,-19456901.42442613
G4,2021-12-14 15:00:00,-19386086.131468438,3589530.4629382286,-17832778.532370515
G4,2021-12-14 15:16:40,-21219883.319527507,2470432.82366057,-15829922.145463124
G4,2021-12-14 15:33:20,-22863642.78979625,1565562.00793208,-13490856.504981088
G4,2021-12-14 15:50:00,-24261105.431136027,857545.3713033209,-10865249.3762753
G4,2021-12-14 16:06:40,-25363267.24946357,318181.4237679271,-8008858.711467989
G4,2021-12-14 16:23:20,-26130623.68170465,-89886.84175788704,-4982349.06399746
G4,2021-12-14 16:40:00,-26534985.462516233,-411055.839513761,-1850002.7865390338
G4,2021-12-14 16:56:40,-26560779.457519304,-694305.122515307,1321646.5320486242
G4,2021-12-14 17:13:20,-26205772.350001026,-990519.9431454451,4465229.110270149
G4,2021-12-14 17:30:00,-25481182.5775247,-1349722.2858495964,7513972.062892205
G4,2021-12-14 17:46:40,-24411175.12130371,-1818344.4269826896,10403119.663212512
G4,2021-12-14 18:03:20,-23031763.222887386,-2436677.0223129634,13071310.206893586
G4,2021-12-14 18:20:00,-21389169.393436998,-3236615.3051831536,15461879.931276623
G4,2021-12-14 18:36:40,-19537723.808795765,-4239812.621182929,17524066.154360533
G4,2021-12-14 18:53:20,-17537400.105134968,-5456330.9456314985,19214084.12632683
G4,2021-12-14 19:10:00,-15451105.663405042,-6883854.196621963,20496054.949155614
G4,2021-12-14 19:26:40,-13341854.904990157,-8507503.233070847,21342765.22199559
G4,2021-12-14 19:43:20,-11269959.407574652,-10300262.711153463,21736242.715167247
G4,2021-12-14 20:00:00,-9290367.579206241,-12224000.827762395,21668136.27280425
G4,2021-12-14 20:16:40,-7450279.287894649,-14231034.773198985,21139892.211775426
G4,2021-12-14 20:33:20,-5787147.606935932,-16266168.757350985,20162723.652700484
G4,2021-12-14 20:50:00,-4327161.337537877,-18269108.96381664,18757373.427607037
G4,2021-12-14 21:06:40,-3084279.0764338365,-20177141.766678248,16953675.404136546
G4,2021-12-14 21:23:20,-2059859.36745435,-21927948.8578291,14789923.194805522
G4,2021-12-14 21:40:00,-1242903.1248664642,-23462426.187527128,12312059.223178351
G4,2021-12-14 21:56:40,-610895.3592073293,-24727373.162335332,9572700.928902792
G4,2021-12-14 22:13:20,-131204.64030236937,-25677924.432782665,6630024.43094078
G4,2021-12-14 22:30:00,237027.94466478983,-26279608.60077568,3546529.143296815
G4,2021-12-14 22:46:40,540602.0520312791,-26509935.750256103,387709.5547711777
G4,2021-12-14 23:03:20,829684.394288223,-26359438.03936729,-2779337.4499719855
G4,2021-12-14 23:20:00,1155072.755219644,-25832113.626102388,-5887339.819569372
G4,2021-12-14 23:36:40,1565430.182897577,-24945252.67171153,-8870281.374012785
G19,2021-12-14 00:00:00,-15030707.899653982,-12760501.764367376,-18140189.538668003
G19,2021-12-14 00:16:40,-15398802.694316994,-14873922.789521862,-16092260.996006498
G19,2021-12-14 00:33:20,-15811494.809136085,-16694154.988251623,-13706385.910923073
G19,2021-12-14 00:50:00,-16217093.285185024,-18189169.340659134,-11033225.182602853
G19,2021-12-14 01:06:40,-16560274.168946188,-19339938.361848753,-8129545.4783403445
G19,2021-12-14 01:23:20,-16784910.02027953,-20141067.11798973,-5057014.300445605
G19,2021-12-14 01:40:00,-16836958.194217663,-20600788.954921138,-1880889.995013436
G19,2021-12-14 01:56:40,-16667268.8685966,-20740327.22114953,1331365.4229428398
G19,2021-12-14 02:13:20,-16234177.43955833,-20592654.514171485,4511520.943541081
G19,2021-12-14 02:30:00,-15505756.085651662,-20200709.76180022,7592027.908101352
G19,2021-12-14 02:46:40,-14461615.531092403,-19615159.36089107,10507456.77471284
G19,2021-12-14 03:03:20,-13094169.53464811,-18891810.361266743,13195888.36742498
G19,2021-12-14 03:20:00,-11409300.339038141,-18088800.23389163,15600229.72702706
G19,2021-12-14 03:36:40,-9426391.971143361,-17263698.2940631,17669426.436710488
G19,2021-12-14 03:53:20,-7177728.478216697,-16470657.863708492,19359545.68845707
G19,2021-12-14 04:10:00,-4707284.448227692,-15757755.583022637,20634707.298597883
G19,2021-12-14 04:26:40,-2068964.0374469617,-15164645.084612671,21467843.272176363
G19,2021-12-14 04:43:20,675629.1509135028,-14720637.002543082,21841270.249774225
G19,2021-12-14 05:00:00,3459786.8393891975,-14443296.765344186,21747063.14695795
G19,2021-12-14 05:16:40,6214533.82444356,-14337626.813074589,21187222.427811652
G19,2021-12-14 05:33:20,8871575.590290062,-14395871.963751843,20173631.66861093
G19,2021-12-14 05:50:00,11366217.494111413,-14597956.941145439,18727806.30899043
G19,2021-12-14 06:06:40,13640118.522833614,-14912534.943234483,16880438.708940297
G19,2021-12-14 06:23:20,15643750.34218218,-15298596.974929787,14670748.785003709
G19,2021-12-14 06:40:00,17338446.171579983,-15707564.848943297,12145653.535263028
G19,2021-12-14 06:56:40,18697943.31521584,-16085767.54121193,9358772.613327343
G19,2021-12-14 07:13:20,19709347.093188792,-16377182.089110946,6369290.693220497
G19,2021-12-14 07:30:00,20373471.34834485,-16526307.353702616,3240700.582248589
G19,2021-12-14 07:46:40,20704540.365866352,-16481032.386151297,39453.78286440766
G19,2021-12-14 08:03:20,20729267.51282475,-16195361.197756683,-3166452.6242535156
G19,2021-12-14 08:20:00,20485355.700849045,-15631862.458938995,-6308922.392054078
G19,2021-12-14 08:36:40,20019492.431753207,-14763725.733576655,-9321208.639950585
G19,2021-12-14 08:53:20,19384936.338457704,-13576324.655140638,-12139333.295454372
G19,2021-12-14 09:10:00,18638811.594106928,-12068211.043261345,-14703446.942243503
G19,2021-12-14 09:26:40,17839240.385720775,-10251491.178918138,-16959099.994393907
G19,2021-12-14 09:43:20,17042451.180600137,-8151564.966797379,-18858398.188843466
G19,2021-12-14 10:00:00,16300001.419023003,-5806239.079783603,-20361018.030556113
G19,2021-12-14 10:16:40,15656247.538690988,-3264254.94514561,-21435060.94757273
G19,2021-12-14 10:33:20,15146183.186933504,-583300.1853080671,-22057728.424627822
G19,2021-12-14 10:50:00,14793748.712317718,2172403.42849597,-22215804.196696177
G19,2021-12-14 11:06:40,14610692.412863528,4934822.44251947,-21905933.61736309
G19,2021-12-14 11:23:20,14596037.632145554,7635016.88266027,-21134694.498928305
G19,2021-12-14 11:40:00,14736180.879126798,10206091.750836901,-19918457.98597683
G19,2021-12-14 11:56:40,15005616.053436916,12586056.269981243,-18283042.30998042
G19,2021-12-14 12:13:20,15368249.987525227,14720456.587764373,-16263166.517994422
G19,2021-12-14 12:30:00,15779246.26611797,16564658.277086487,-13901715.409436483
G19,2021-12-14 12:46:40,16187308.980554266,18085671.45549134,-11248830.881511198
G19,2021-12-14 13:03:20,16537296.924331125,19263432.93750186,-8360848.599479283
G19,2021-12-14 13:20:00,16773042.758331908,20091485.53989919,-5299102.289526518
G19,2021-12-14 13:36:40,16840241.658365913,20577023.28113522,-2128620.912019264
G19,2021-12-14 13:53:20,16689270.415705903,20740301.399028834,1083253.576365988
G19,2021-12-14 14:10:00,16277801.095930247,20613440.409838766,4268298.304306195
G19,2021-12-14 14:26:40,15573083.047969371,20238682.378719166,7358860.647586108
G19,2021-12-14 14:43:20,14553782.841147572,19666183.75151056,10289297.225177506
G19,2021-12-14 15:00:00,13211292.830789246,18951451.224528022,12997369.74293268
G19,2021-12-14 15:16:40,11550444.478023315,18152544.115579616,15425567.695894454
G19,2021-12-14 15:33:20,9589591.025302686,17327177.7183703,17522329.64325643
G19,2021-12-14 15:50:00,7360054.256642359,16529866.650063552,19243137.11613298
G19,2021-12-14 16:06:40,4904960.381345832,15809245.043415673,20551458.121849257
G19,2021-12-14 16:23:20,2277519.112093707,15205691.729175938,21419520.568721797
G19,2021-12-14 16:40:00,-461173.6129278876,14749373.757473936,21828899.646497082
G19,2021-12-14 16:56:40,-3244706.3151730634,14458801.459570799,21770907.158663366
G19,2021-12-14 17:13:20,-6004175.526139922,14339963.734123172,21246774.924925923
G19,2021-12-14 17:30:00,-8671129.761519665,14386084.522636017,20267628.58244453
G19,2021-12-14 17:46:40,-11180495.798251325,14578011.816439204,18854252.3553922
G19,2021-12-14 18:03:20,-13473349.925290875,14885220.387860434,17036649.586512193
G19,2021-12-14 18:20:00,-15499404.070762338,15267380.158231117,14853407.986202324
G19,2021-12-14 18:36:40,-17219090.06790172,15676415.06877708,12350882.60221185
G19,2021-12-14 18:53:20,-18605144.22234044,16058953.782719856,9582213.380744953
G19,2021-12-14 19:10:00,-19643617.935869884,16359054.648644682,6606197.795557486
G19,2021-12-14 19:26:40,-20334267.344858468,16521074.02604762,3486042.268832149
G19,2021-12-14 19:43:20,-20690304.469398167,16492539.99019859,288018.89171084185
G19,2021-12-14 20:00:00,-20737522.828922123,16226892.974049695,-2919943.8288172893
G19,2021-12-14 20:16:40,-20512840.38058845,15685961.121987473,-6069705.904759725
G19,2021-12-14 20:33:20,-20062330.508825336,14842050.738335826,-9094365.344397709
G19,2021-12-14 20:50:00,-19438836.262549642,13679550.60062331,-11929680.936019855
G19,2021-12-14 21:06:40,-18699282.89677592,12195972.167734288,-14515437.755012233
G19,2021-12-14 21:23:20,-17901818.061727583,10402374.697565159,-16796726.180135198
G19,2021-12-14 21:40:00,-17102917.016961075,8323153.671898477,-18725107.22954693
G19,2021-12-14 21:56:40,-16354591.6701566,5995201.278058349,-20259639.628571354
G19,2021-12-14 22:13:20,-15701837.01802932,3466477.5588404075,-21367747.11004974
G19,2021-12-14 22:30:00,-15180436.988323374,794058.7986429138,-22025907.932727046
G19,2021-12-14 22:46:40,-14815234.331919512,-1958245.5427996742,-22220152.39546903
G19,2021-12-14 23:03:20,-14618946.939038493,-4722595.650453297,-21946358.144210186
G19,2021-12-14 23:20:00,-14591586.817162596,-7430017.131510188,-21210337.241459228
G19,2021-12-14 23:36:40,-14720509.20182621,-10013353.833565606,-20027713.228813797
G31,2021-12-14 00:00:00,18143829.68486569,1150305.3766353559,-19634173.31745604
G31,2021-12-14 00:16:40,16507704.54319068,3119581.3336459436,-20788636.85262352
G31,2021-12-14 00:33:20,14913622.617239114,5271521.294464048,-21503280.752656016
G31,2021-12-14 00:50:00,13410208.820691338,7561775.241517843,-21762936.787467595
G31,2021-12-14 01:06:40,12037502.223665057,9937329.171499157,-21562094.15135738
G31,2021-12-14 01:23:20,10825216.442853658,12338732.528420452,-20905015.8268852
G31,2021-12-14 01:40:00,9791513.793947808,14702644.859835025,-19805648.474402126
G31,2021-12-14 01:56:40,8942350.47460849,16964582.177602295,-18287327.698678963
G31,2021-12-14 02:13:20,8271422.84684333,19061733.907941844,-16382284.694314005
G31,2021-12-14 02:30:00,7760716.261384023,20935717.77615649,-14130964.337149968
G31,2021-12-14 02:46:40,7381629.142059471,22535142.67514293,-11581168.714425985
G31,2021-12-14 03:03:20,7096617.567832704,23817858.42150721,-8787043.806819892
G31,2021-12-14 03:20:00,6861280.654620017,24752785.935056057,-5807930.473023836
G31,2021-12-14 03:36:40,6626785.8480066145,25321241.137538653,-2707103.951496068
G31,2021-12-14 03:53:20,6342516.831108503,25517689.84872152,449571.3143582089
G31,2021-12-14 04:10:00,5958815.951328767,25349898.032472372,3595042.701120207
G31,2021-12-14 04:26:40,5429688.430144406,24838470.60858665,6662496.093369107
G31,2021-12-14 04:43:20,4715337.390140742,24015801.28435913,9586777.412583677
G31,2021-12-14 05:00:00,3784406.8360023787,22924484.02763166,12305778.28867422
G31,2021-12-14 05:16:40,2615823.7585690357,21615262.50466842,14761756.054731278
G31,2021-12-14 05:33:20,1200149.7889368292,20144615.777106185,16902559.837312322
G31,2021-12-14 05:50:00,-459623.6499989908,18572095.729671728,18682736.74502358
G31,2021-12-14 06:06:40,-2347876.126802342,16957543.278087206,20064494.931297053
G31,2021-12-14 06:23:20,-4436765.926313074,15358315.86940314,21018503.517928984
G31,2021-12-14 06:40:00,-6687226.849880365,13826657.924890049,21524512.911989283
G31,2021-12-14 06:56:40,-9050508.259511968,12407338.77995074,21571782.840132765
G31,2021-12-14 07:13:20,-11470186.770145055,11135669.721485062,21159309.387704205
G31,2021-12-14 07:30:00,-13884555.612405388,10035993.54299952,20295846.407684572
G31,2021-12-14 07:46:40,-16229279.71447485,9120717.48831625,18999720.809483055
G31,2021-12-14 08:03:20,-18440191.8179114,8389934.580896132,17298445.405827552
G31,2021-12-14 08:20:00,-20456098.053174816,7831650.33014678,15228137.138471168
G31,2021-12-14 08:36:40,-22221460.70502975,7422602.963685215,12832752.559654696
G31,2021-12-14 08:53:20,-23688831.466656942,7129637.001615429,10163156.341246145
G31,2021-12-14 09:10:00,-24820920.09388528,6911563.505540805,7276042.228313863
G31,2021-12-14 09:26:40,-25592200.515681144,6721416.972978373,4232729.149981431
G31,2021-12-14 09:43:20,-25989978.34552565,6508999.746386225,1097858.0463434376
G31,2021-12-14 10:00:00,-26014869.337150194,6223590.910507082,-2061982.7299832972
G31,2021-12-14 10:16:40,-25680666.4066638,5816688.65942759,-5179673.907623312
G31,2021-12-14 10:33:20,-25013602.035456788,5244653.43300288,-8188993.173617683
G31,2021-12-14 10:50:00,-24051041.74507992,4471123.842913578,-11026023.665131079
G31,2021-12-14 11:06:40,-22839671.48076744,3469088.30102292,-13630512.781402308
G31,2021-12-14 11:23:20,-21433265.828327216,2222511.786440056,-15947152.206035083
G31,2021-12-14 11:40:00,-19890143.85355877,727438.5233832747,-17926751.87626273
G31,2021-12-14 11:56:40,-18270434.04713977,-1007483.5621543992,-19527283.07567362
G31,2021-12-14 12:13:20,-16633278.69812259,-2961083.1084619043,-20714768.776127905
G31,2021-12-14 12:30:00,-15034110.61556732,-5100347.977323251,-21464002.72103744
G31,2021-12-14 12:46:40,-13522131.384474339,-7381679.319237675,-21759082.432135567
G31,2021-12-14 13:03:20,-12138110.49304978,-9752658.921477899,-21593745.246006597
G31,2021-12-14 13:20:00,-10912609.198931262,-12154247.362542143,-20971500.564260423
G31,2021-12-14 13:36:40,-9864712.659645472,-14523310.047277845,-19905555.66221735
G31,2021-12-14 13:53:20,-9001329.598392492,-16795352.5889219,-18418536.585265096
G31,2021-12-14 14:10:00,-8317091.741390454,-18907336.955604058,-16542009.816647181
G31,2021-12-14 14:26:40,-7794856.70089225,-20800445.78166055,-14315814.47436572
G31,2021-12-14 14:43:20,-7406789.213715902,-22422664.465293296,-11787218.733310563
G31,2021-12-14 15:00:00,-7115968.0221757945,-23731059.063262288,-9009917.907545026
G31,2021-12-14 15:16:40,-6878440.508450307,-24693642.198387377,-6042895.09003812
G31,2021-12-14 15:33:20,-6645625.674313212,-25290738.588348437,-2949168.343380774
G31,2021-12-14 15:50:00,-6366949.249819759,-25515785.497455757,205548.9333593972
G31,2021-12-14 16:06:40,-5992583.457879518,-25375530.292740025,3354245.768865103
G31,2021-12-14 16:23:20,-5476158.833397106,-24889616.059320264,6430039.407940599
G31,2021-12-14 16:40:00,-4777316.769210333,-24089575.490157653,9367598.324316686
G31,2021-12-14 16:56:40,-3863979.0845524184,-23017281.565871716,12104531.723186392
G31,2021-12-14 17:13:20,-2714224.5072988365,-21722929.478920612,14582715.62039262
G31,2021-12-14 17:30:00,-1317680.846400708,-20262646.555737343,16749527.124189004
G31,2021-12-14 17:46:40,323635.1392072346,-18695844.509886153,18558960.729846437
G31,2021-12-14 18:03:20,2195071.743800099,-17082440.391419496,19972603.1723251
G31,2021-12-14 18:20:00,4269703.425399473,-15480078.543952018,20960446.56285329
G31,2021-12-14 18:36:40,6509283.372601779,-13941485.507876066,21501523.058789264
G31,2021-12-14 18:53:20,8865743.794704357,-12512083.184195897,21584348.091427024
G31,2021-12-14 19:10:00,11283174.22470218,-11227973.05277231,21207163.12869913
G31,2021-12-14 19:26:40,13700185.443442019,-10114386.434844982,20377973.020292472
G31,2021-12-14 19:43:20,16052548.287155256,-9184673.54321923,19114377.113973152
G31,2021-12-14 20:00:00,18275983.437805574,-8439878.406204823,17443197.49996456
G31,2021-12-14 20:16:40,20308970.939519227,-7868918.865975808,15399911.886617579
G31,2021-12-14 20:33:20,22095447.00428715,-7449362.0273268195,13027902.675926946
G31,2021-12-14 20:50:00,23587260.758941628,-7148757.113066642,10377537.717839992
G31,2021-12-14 21:06:40,24746274.745479897,-6926461.010201486,7505101.88982612
G31,2021-12-14 21:23:20,25546009.72854962,-6735868.145865794,4471601.974771942
G31,2021-12-14 21:40:00,25972755.919433363,-6526936.865421099,1341470.1944358277
G31,2021-12-14 21:56:40,26026098.079181828,-6248890.159621712,-1818805.8992331966
G31,2021-12-14 22:13:20,25718829.897251148,-5852960.121318726,-4942097.750190588
G31,2021-12-14 22:30:00,25076262.1981739,-5295043.33570062,-7962063.880415256
G31,2021-12-14 22:46:40,24134958.480338868,-4538138.638232391,-10814560.95315007
G31,2021-12-14 23:03:20,22940958.618292794,-3554449.1053663883,-13439007.46092713
G31,2021-12-14 23:20:00,21547575.92753462,-2327046.2573815677,-15779670.81303737
G31,2021-12-14 23:36:40,20012873.017755844,-851015.4510549754,-17786850.394748688
G9,2021-12-14 00:00:00,-7368564.339852542,-25453958.10435236,-1606455.9058727387
G9,2021-12-14 00:16:40,-6943128.436692394,-25192978.653645236,-4729665.623536749
G9,2021-12-14 00:33:20,-6343968.132577494,-24604604.172742374,-7753461.72693857
G9,2021-12-14 00:50:00,-5535552.602171353,-23726275.759107344,-10613617.580175309
G9,2021-12-14 01:06:40,-4491833.726907011,-22604565.120405514,-13249386.614395173
G9,2021-12-14 01:23:20,-3197830.729023313,-21292927.572089024,-15604793.090755194
G9,2021-12-14 01:40:00,-1650687.6116643865,-19849152.077133343,-17629820.53589336
G9,2021-12-14 01:56:40,139848.6061606817,-18332630.20348649,-19281472.681704286
G9,2021-12-14 02:13:20,2151553.199358265,-16801574.25475443,-20524684.623151984
G9,2021-12-14 02:30:00,4350448.161090363,-15310316.96616815,-21333065.21614927
G9,2021-12-14 02:46:40,6692092.813196368,-13906820.98838536,-21689455.378755502
G9,2021-12-14 03:03:20,9123380.786234526,-12630516.141412353,-21586290.84577016
G9,2021-12-14 03:20:00,11584759.523921674,-11510566.62308349,-21025761.981475186
G9,2021-12-14 03:36:40,14012768.404758587,-10564649.762179326,-20019767.410231754
G9,2021-12-14 03:53:20,16342776.4011504,-9798303.486878792,-18589662.420396607
G9,2021-12-14 04:10:00,18511790.61579717,-9204872.573710877,-16765807.278225197
G9,2021-12-14 04:26:40,20461203.500548005,-8766055.209471235,-14586924.698871555
G9,2021-12-14 04:43:20,22139349.259322613,-8453022.766549053,-12099279.699558865
G9,2021-12-14 05:00:00,23503748.767757744,-8228058.302647628,-9355698.834941702
G9,2021-12-14 05:16:40,24522936.92740783,-8046634.446913554,-6414449.306180697
G9,2021-12-14 05:33:20,25177786.055570945,-7859830.220170494,-3338001.5546684405
G9,2021-12-14 05:50:00,25462262.78352211,-7616969.988326402,-191701.60621933674
G9,2021-12-14 06:06:40,25383582.869424373,-7268356.977570129,2957618.4677709094
G9,2021-12-14 06:23:20,24961757.03463389,-6767969.134256721,6043062.138071401
G9,2021-12-14 06:40:00,24228550.00828008,-6075986.8372571515,8999091.445747618
G9,2021-12-14 06:56:40,23225902.990265716,-5161029.992788082,11762920.815613667
G9,2021-12-14 07:13:20,22003895.34051673,-4001995.969771428,14275851.68603906
G9,2021-12-14 07:30:00,20618343.21931359,-2589408.978321649,16484519.37875985
G9,2021-12-14 07:46:40,19128150.07820847,-926214.9071657285,18342025.67687877
G9,2021-12-14 08:03:20,17592535.517975505,972017.8344617188,19808933.198343646
G9,2021-12-14 08:20:00,16068274.558133073,3077502.570548483,20854100.75373172
G9,2021-12-14 08:36:40,14607078.57456477,5351225.991299719,21455342.363190655
G9,2021-12-14 08:53:20,13253242.135953607,7744481.535212234,21599896.382490046
