Satellite,époque,X,Y,Z
G23,2021-12-14 18:36:40,14790398.85240243,-5747464.400990356,-21303266.686745428
G23,2021-12-14 18:53:20,14890893.909965597,-3012109.6292799795,-21799040.624656457
G23,2021-12-14 19:10:00,15155268.864678752,-254308.5152051535,-21832163.507806037
G23,2021-12-14 19:26:40,15577724.70713335,2458389.3063724744,-21401931.858306203
G23,2021-12-14 19:43:20,16140244.575909603,5060887.753532921,-20517476.702238172
G23,2021-12-14 20:00:00,16813440.91850676,7493304.721408108,-19197570.673979446
G23,2021-12-14 20:16:40,17557969.518760525,9703484.70583665,-17470231.218119524
G23,2021-12-14 20:33:20,18326443.13542314,11649145.862922467,-15372127.96413472
G23,2021-12-14 20:50:00,19065753.556756414,13299560.977639996,-12947806.415313141
G23,2021-12-14 21:06:40,19719691.213880777,14636693.832437318,-10248743.984977897
G23,2021-12-14 21:23:20,20231737.06296783,15655738.258639744,-7332258.048456619
G23,2021-12-14 21:40:00,20547892.961386576,16365035.521782182,-4260288.966985349
G23,2021-12-14 21:56:40,20619414.668627553,16785375.298357535,-1098083.8829025666
G23,2021-12-14 22:13:20,20405316.036275964,16948714.927428365,2087190.6111912038
G23,2021-12-14 22:30:00,19874523.727526773,16896379.437583793,5227877.148308524
G23,2021-12-14 22:46:40,19007578.420763593,16676829.694072332,8257266.84035422
G23,2021-12-14 23:03:20,17797800.100068964,16343106.658189975,11111018.087309007
G23,2021-12-14 23:20:00,16251860.657001056,15950075.184436921,13728524.410689458
G23,2021-12-14 23:36:40,14389735.361180909,15551600.24798482,16054201.992771683
G7,2021-12-14 00:00:00,-1719285.935296407,-18385251.688644968,19284912.82461689
G7,2021-12-14 00:16:40,-72448.84979562089,-20007596.07600637,17593243.332513113
G7,2021-12-14 00:33:20,1339133.0374633502,-21531876.790963065,15533217.15403941
G7,2021-12-14 00:50:00,2511776.2767634504,-22898638.200582642,13148569.32886018
G7,2021-12-14 01:06:40,3454118.320982321,-24051312.025294192,10489932.437510658
G7,2021-12-14 01:23:20,4186363.703566578,-24938869.75269411,7613762.852592977
G7,2021-12-14 01:40:00,4738975.495520942,-25518236.25555791,4581142.311729925
G7,2021-12-14 01:56:40,5150876.040338779,-25756349.30291619,1456480.1451472724
G7,2021-12-14 02:13:20,5467244.484734985,-25631766.3349665,-1693856.1846536656
G7,2021-12-14 02:30:00,5737017.985684744,-25135741.355812043,-4802952.846397246
G7,2021-12-14 02:46:40,6010217.717078409,-24272720.05815707,-7804773.271150814
G7,2021-12-14 03:03:20,6335229.206106094,-23060229.10066437,-10635562.897806603
G7,2021-12-14 03:20:00,6756168.676634645,-21528164.439136244,-13235204.71977351
G7,2021-12-14 03:36:40,7310462.860888897,-19717512.329569753,-15548496.504305502
G7,2021-12-14 03:53:20,8026759.384621965,-17678563.655831255,-17526322.43349241
G7,2021-12-14 04:10:00,8923268.867533773,-15468706.269317834,-19126694.402779005
G7,2021-12-14 04:26:40,10006619.115982166,-13149899.917188164,-20315641.20416508
G7,2021-12-14 04:43:20,11271277.246111646,-10785953.161984079,-21067927.20524269
G7,2021-12-14 05:00:00,12699568.450040242,-8439730.804498564,-21367585.806949634
G7,2021-12-14 05:16:40,14262291.691587392,-6170423.339274685,-21208256.834073275
G7,2021-12-14 05:33:20,15919904.216105433,-4031006.8049788373,-20593321.01561314
G7,2021-12-14 05:50:00,17624219.69120209,-2066012.2189628575,-19535828.797900297
G7,2021-12-14 06:06:40,19320540.307253636,-309709.04244885594,-18058224.863271307
G7,2021-12-14 06:23:20,20950122.394002844,1215212.515974095,-16191873.862675656
G7,2021-12-14 06:40:00,22452859.032262355,2498399.1956933457,-13976396.963629453
G7,2021-12-14 06:56:40,23770052.53834511,3541997.7895618984,-11458832.800601754
G7,2021-12-14 07:13:20,24847145.112777177,4360217.348137499,-8692640.20990842
G7,2021-12-14 07:30:00,25636277.637196165,4978312.824746877,-5736563.636879656
G7,2021-12-14 07:46:40,26098554.536512043,5431040.164833241,-2653385.2129582665
G7,2021-12-14 08:03:20,26205906.45032971,5760658.1707050335,491409.8901756138
G7,2021-12-14 08:20:00,25942461.531417057,6014574.223332685,3631026.2061048816
G7,2021-12-14 08:36:40,25305359.59200955,6242748.040473948,6698778.84465087
G7,2021-12-14 08:53:20,24304969.909527984,6494979.248080367,9629511.874744916
G7,2021-12-14 09:10:00,22964501.977934107,6818210.068865022,12360983.69449565
G7,2021-12-14 09:26:40,21319027.453937307,7253973.624018293,14835189.669290012
G7,2021-12-14 09:43:20,19413959.58646334,7836111.255572917,16999593.80365338
G7,2021-12-14 10:00:00,17303062.178244095,8588869.273213672,18808243.318567716
G7,2021-12-14 10:16:40,15046082.380311284,9525467.262643227,20222742.659317862
G7,2021-12-14 10:33:20,12706119.31748307,10647207.46341228,21213066.576487593
G7,2021-12-14 10:50:00,10346852.869713325,11943168.831463678,21758195.417119946
G7,2021-12-14 11:06:40,8029763.337763541,13390501.486216424,21846559.54755531
G7,2021-12-14 11:23:20,5811472.931753641,14955308.625481838,21476283.821546175
G7,2021-12-14 11:40:00,3741334.0555416727,16594075.015221214,20655227.130868226
G7,2021-12-14 11:56:40,1859377.517764818,18255575.127118282,19400816.262024146
G7,2021-12-14 12:13:20,194716.64477045834,19883171.112840317,17739677.469457705
G7,2021-12-14 12:30:00,-1235518.3983116858,21417392.133508336,15707073.304838631
G7,2021-12-14 12:46:40,-2426666.951803293,22798672.982797306,13346156.25604992
G7,2021-12-14 13:03:20,-3386423.2707316866,23970122.10436934,10707054.587802742
G7,2021-12-14 13:20:00,-4134127.9929558355,24880187.4064256,7845809.370559655
G7,2021-12-14 13:36:40,-4699500.981199111,25485092.83781956,4823184.958519699
G7,2021-12-14 13:53:20,-5120877.556929934,25750929.339502286,1703378.0444053456
G7,2021-12-14 14:10:00,-5443033.940786224,25655300.055563394,-1447347.213534451
G7,2021-12-14 14:26:40,-5714707.438864484,25188440.829721034,-4562068.719689103
G7,2021-12-14 14:43:20,-5985931.586124805,24353762.019752227,-7574630.24552052
G7,2021-12-14 15:00:00,-6305315.340092061,23167785.317583393,-10421048.754809294
G7,2021-12-14 15:16:40,-6717398.062210321,21659478.202506185,-13040874.874875221
G7,2021-12-14 15:33:20,-7260208.301646224,19869017.443909977,-15378477.266496345
G7,2021-12-14 15:50:00,-7963144.504758493,17846040.284921505,-17384223.471143883
G7,2021-12-14 16:06:40,-8845280.222593637,15647466.250914106,-19015532.2567845
G7,2021-12-14 16:23:20,-9914175.965004703,13334992.77595583,-20237775.43923995
G7,2021-12-14 16:40:00,-11165255.565236695,10972383.08900126,-21025010.513232972
G7,2021-12-14 16:56:40,-12581777.950411448,8622674.374382656,-21360529.07982931
G7,2021-12-14 17:13:20,-14135406.841676,6345437.721531255,-21237209.915187884
G7,2021-12-14 17:30:00,-15787352.456710506,4194218.69196326,-20657669.520213693
G7,2021-12-14 17:46:40,-17490032.069706697,2214278.6155182365,-19634207.07145756
G7,2021-12-14 18:03:20,-19189171.552254796,440742.3990240488,-18188544.82134753
G7,2021-12-14 18:20:00,-20826248.918433156,-1102760.654786367,-16351369.132511524
G7,2021-12-14 18:36:40,-22341164.422559686,-2404899.8883321136,-14161681.429400897
G7,2021-12-14 18:53:20,-23675010.70619743,-3466853.4478097484,-11665972.34727685
G7,2021-12-14 19:10:00,-24772811.4217768,-4301917.007594685,-8917236.171948811
G7,2021-12-14 19:26:40,-25586097.95931849,-4934531.181398188,-5973846.195825053
G7,2021-12-14 19:43:20,-26075201.356666528,-5398775.528725409,-2898314.760627857
G7,2021-12-14 20:00:00,-26211149.859384988,-5736402.621276365,244035.59062765763
G7,2021-12-14 20:16:40,-25977081.2897865,-5994507.704935245,3386461.364096601
G7,2021-12-14 20:33:20,-25369102.48750672,-6222946.987713998,6462217.874690554
G7,2021-12-14 20:50:00,-24396554.47062625,-6471629.6356131025,9405978.925252512
G7,2021-12-14 21:06:40,-23081670.342906725,-6787814.573142063,12155225.847589666
G7,2021-12-14 21:23:20,-21458641.948227942,-7213542.874493352,14651576.09799499
G7,2021-12-14 21:40:00,-19572139.434265364,-7783329.924471234,16842023.03334298
G7,2021-12-14 21:56:40,-17475353.871876355,-8522228.966956258,18680060.553586014
G7,2021-12-14 22:13:20,-15227655.642777318,-9444359.773983773,20126668.90981564
G7,2021-12-14 22:30:00,-12891979.393618641,-10551973.843150327,21151141.061309624
G7,2021-12-14 22:46:40,-10532059.12424899,-11835101.85054494,21731732.432966553
G7,2021-12-14 23:03:20,-8209643.857704191,-13271801.28250471,21856120.68930801
G7,2021-12-14 23:20:00,-5981825.036534418,-14828993.559737314,21521666.119847514
G7,2021-12-14 23:36:40,-3898601.299861502,-16463851.893713789,20735467.346486256
G10,2021-12-14 00:00:00,21784422.907085083,11799935.573241763,10097829.246059606
G10,2021-12-14 00:16:40,20331073.724934354,11742733.60214317,12828558.30809874
G10,2021-12-14 00:33:20,18551762.322327863,11735992.98325788,15288696.434485672
G10,2021-12-14 00:50:00,16485657.841089236,11824351.946529161,17426003.94987245
G10,2021-12-14 01:06:40,14182422.710688135,12044433.731793769,19195101.27891875
G10,2021-12-14 01:23:20,11700103.456207244,12422883.848492613,20558430.73871649
G10,2021-12-14 01:40:00,9102638.066232745,12974902.851707364,21487051.793919697
G10,2021-12-14 01:56:40,6457097.372451384,13703345.405893944,21961253.316679347
G10,2021-12-14 02:13:20,3830790.315876197,14598429.314940648,21970970.282084942
G10,2021-12-14 02:30:00,1288369.2384169688,15638069.081225755,21515996.406967852
G10,2021-12-14 02:46:40,-1110928.8192150192,16788818.785911754,20605988.431207705
G10,2021-12-14 03:03:20,-3315775.381201571,18007380.04522718,19260261.981343772
G10,2021-12-14 03:20:00,-5284861.554136157,19242603.84087665,17507383.18886364
G10,2021-12-14 03:36:40,-6988528.105071857,20437891.40056795,15384564.40562054
G10,2021-12-14 03:53:20,-8409838.681222605,21533880.125182204,12936876.409911582
G10,2021-12-14 04:10:00,-9545046.643210135,22471286.738110546,10216293.365248153
G10,2021-12-14 04:26:40,-10403434.773416024,23193772.05044744,7280590.405640269
G10,2021-12-14 04:43:20,-11006536.966049207,23650690.401937976,4192116.990852513
G10,2021-12-14 05:00:00,-11386780.492881792,23799592.060490616,1016472.0083634425
G10,2021-12-14 05:16:40,-11585615.15017853,23608358.434482284,-2178891.101152504
G10,2021-12-14 05:33:20,-11651220.175744083,23056867.34582733,-5326099.241694118
G10,2021-12-14 05:50:00,-11635900.066208377,22138108.001204927,-8358303.651548761
G10,2021-12-14 06:06:40,-11593295.317234082,20858691.594503567,-11211101.820250614
G10,2021-12-14 06:23:20,-11575542.913822234,19238732.38007042,-13823906.695872711
G10,2021-12-14 06:40:00,-11630523.685327977,17311104.14473231,-16141233.811598422
G10,2021-12-14 06:56:40,-11799329.314663453,15120106.795724543,-18113878.909403972
G10,2021-12-14 07:13:20,-12114071.092123218,12719605.821763236,-19699961.187884312
G10,2021-12-14 07:30:00,-12596135.983494995,10170732.334285697,-20865810.35151103
G10,2021-12-14 07:46:40,-13254974.066998523,7539252.088195501,-21586679.085660204
G10,2021-12-14 08:03:20,-14087475.936069338,4892727.373107623,-21847266.326828193
G10,2021-12-14 08:20:00,-15077970.484219767,2297605.271535655,-21642040.654567864
G10,2021-12-14 08:36:40,-16198843.911257558,-183630.90933030006,-20975357.2304014
G10,2021-12-14 08:53:20,-17411751.193876337,-2495113.3360181684,-19861365.892633572
G10,2021-12-14 09:10:00,-18669363.01875165,-4589920.155564623,-18323712.23618643
G10,2021-12-14 09:26:40,-19917565.593471453,-6431975.697506882,-16395037.715682555
G10,2021-12-14 09:43:20,-21098009.02809526,-7997431.612384594,-14116288.953807186
G10,2021-12-14 10:00:00,-22150883.15227016,-9275464.76459296,-11535850.449290732
G10,2021-12-14 10:16:40,-23017788.521213353,-10268455.368424438,-8708518.679365547
G10,2021-12-14 10:33:20,-23644565.532968152,-10991538.333336433,-5694339.08749485
G10,2021-12-14 10:50:00,-23983946.30066751,-11471550.673550868,-2557330.5384248667
G10,2021-12-14 11:06:40,-23997902.152410943,-11745426.702606047,635875.5907485777
G10,2021-12-14 11:23:20,-23659573.999943055,-11858119.171177825,3817452.523766222
G10,2021-12-14 11:40:00,-22954692.646501478,-11860147.218076658,6919820.921200155
G10,2021-12-14 11:56:40,-21882420.43485692,-11804889.869097847,9877086.35507456
G10,2021-12-14 12:13:20,-20455573.278864674,-11745755.955860844,12626440.475453379
G10,2021-12-14 12:30:00,-18700211.719152704,-11733367.14520213,15109495.791664308
G10,2021-12-14 12:46:40,-16654619.746277804,-11812889.996929422,17273525.55529542
G10,2021-12-14 13:03:20,-14367719.278234795,-12021645.66237489,19072582.430953104
G10,2021-12-14 13:20:00,-11896994.960766919,-12387112.37905528,20468472.395104047
G10,2021-12-14 13:36:40,-9306027.107446883,-12925416.984763643,21431563.523102317
G10,2021-12-14 13:53:20,-6661749.032262492,-13640388.199599635,21941412.915639117
G10,2021-12-14 14:10:00,-4031557.9084031396,-14523217.542271884,21987198.8865321
G10,2021-12-14 14:26:40,-1480415.0407244768,-15552744.738154016,21567949.59918844
G10,2021-12-14 14:43:20,931928.2188054472,-16696354.705859782,20692563.524021897
G10,2021-12-14 15:00:00,3153448.745719021,-17911444.064696312,19379621.328132868
G10,2021-12-14 15:16:40,5141996.113035205,-19147387.940295048,17656993.04377043
G10,2021-12-14 15:33:20,6866962.979022761,-20347913.92281707,15561248.539032076
G10,2021-12-14 15:50:00,8310403.56469102,-21453770.47264191,13136883.37675596
G10,2021-12-14 16:06:40,9467548.546513045,-22405562.804661352,10435376.03274309
G10,2021-12-14 16:23:20,10346693.34183009,-23146621.014540613,7514096.079063274
G10,2021-12-14 16:40:00,10968466.578969402,-23625763.36964298,4435086.237634645
G10,2021-12-14 16:56:40,11364515.11137279,-23799822.406405546,1263744.0798148122
G10,2021-12-14 17:13:20,11575669.834763369,-23635812.571375374,-1932568.5075133548
G10,2021-12-14 17:30:00,11649681.438440043,-23112635.112898592,-5085958.24136415
G10,2021-12-14 17:46:40,11638635.838835761,-22222237.97008604,-8129444.865010841
G10,2021-12-14 18:03:20,11596174.380684726,-20970174.444205917,-10998385.899245834
G10,2021-12-14 18:20:00,11574653.186599985,-19375533.19316426,-13631851.017403388
G10,2021-12-14 18:36:40,11622378.835428843,-17470242.140661236,-15973916.549422162
G10,2021-12-14 18:53:20,11781053.731804414,-15297778.757854491,-17974852.51896818
G10,2021-12-14 19:10:00,12083554.307139445,-12911347.40170608,-19592177.123836014
G10,2021-12-14 19:26:40,12552149.095019657,-10371609.628416903,-20791556.58511349
G10,2021-12-14 19:43:20,13197242.559370045,-7744074.4597802535,-21547531.710647706
G10,2021-12-14 20:00:00,14016705.358477116,-5096271.502960074,-21844056.24369693
G10,2021-12-14 20:16:40,14995823.710342417,-2494839.9037545417,-21674836.011133716
G10,2021-12-14 20:33:20,16107871.005806126,-2669.919003425166,-21043461.975570466
G10,2021-12-14 20:50:00,17315275.17050434,2323768.7219224917,-19963334.47472805
G10,2021-12-14 21:06:40,18571326.8781881,4436786.398672776,-18457380.15046648
G10,2021-12-14 21:23:20,19822347.88351511,6299410.635790381,-16557567.281733725
G10,2021-12-14 21:40:00,21010216.6809202,7886810.091487538,-14304229.386796216
G10,2021-12-14 21:56:40,22075131.456492975,9187139.286665553,-11745210.985343687
G10,2021-12-14 22:13:20,22958478.721680403,10201765.338475097,-8934853.23119296
G10,2021-12-14 22:30:00,23605670.686888322,10944867.350198828,-5932840.6493976815
G10,2021-12-14 22:46:40,23968815.644895174,11442429.01885766,-2802933.337798654
G10,2021-12-14 23:03:20,24009093.368663747,11730674.018878523,388388.3778111944
G10,2021-12-14 23:20:00,23698721.442631386,11854020.395012155,3573337.8056893745
G10,2021-12-14 23:36:40,23022417.884944096,11862653.241271064,6684263.862460872
G27,2021-12-14 00:00:00,14314714.441472124,-3956929.447040807,21838046.742309798
G27,2021-12-14 00:16:40,15245487.458401466,-1339116.6048263279,21563263.715869635
G27,2021-12-14 00:33:20,16306671.098575443,1159408.8714269418,20827869.311983634
G27,2021-12-14 00:50:00,17460146.955372564,3482491.6748783253,19647473.4913003
G27,2021-12-14 01:06:40,18658770.980346024,5582977.061677857,18047133.663312998
G27,2021-12-14 01:23:20,19848578.708919927,7424620.533804731,16060824.712662729
G27,2021-12-14 01:40:00,20971340.8364657,8983476.508237684,13730719.818515504
G27,2021-12-14 01:56:40,21967347.56088295,10248701.426218793,11106296.894417847
G27,2021-12-14 02:13:20,22778288.940920923,11222734.54618452,8243289.24049143
G27,2021-12-14 02:30:00,23350093.664055444,11920849.2697044,5202502.4385132585
G27,2021-12-14 02:46:40,23635590.342925187,12370097.867422324,2048522.5335485023
G27,2021-12-14 03:03:20,23596863.715620525,12607701.458093693,-1151656.9634460595
G27,2021-12-14 03:20:00,23207192.53898568,12678963.638799597,-4330059.834779139
G27,2021-12-14 03:36:40,22452475.85149714,12634808.967525968,-7419173.051631549
G27,2021-12-14 03:53:20,21332078.681041908,12529065.43941769,-10353382.690302981
G27,2021-12-14 04:10:00,19859055.99232851,12415622.295076817,-13070368.995903961
G27,2021-12-14 04:26:40,18059743.352778886,12345600.361491036,-15512430.683890978
G27,2021-12-14 04:43:20,15972732.995902801,12364671.380024953,-17627710.216531876
G27,2021-12-14 05:00:00,13647283.212496087,12510655.47715678,-19371294.061371394
G27,2021-12-14 05:16:40,11141235.8968858,12811512.459638871,-20706164.755567983
G27,2021-12-14 05:33:20,8518540.341013663,13283823.640395407,-21603984.87640411
G27,2021-12-14 05:50:00,5846499.915301489,13931837.35564287,-22045696.66247497
G27,2021-12-14 06:06:40,3192871.2501962404,14747124.354721775,-22021924.951029014
G27,2021-12-14 06:23:20,622952.3544245586,15708860.11774195,-21533175.208842948
G27,2021-12-14 06:40:00,-1803203.5164955398,16784721.25513859,-20589822.658976767
G27,2021-12-14 06:56:40,-4033317.490639219,17932353.865400307,-19211892.774544723
G27,2021-12-14 07:13:20,-6025039.666096181,19101344.435349774,-17428637.66137842
G27,2021-12-14 07:30:00,-7747627.894308586,20235599.832628988,-15277917.026440142
G27,2021-12-14 07:46:40,-9183072.541393574,21276023.289733343,-12805396.47011764
G27,2021-12-14 08:03:20,-10326615.26873492,22163358.94864104,-10063579.685223889
G27,2021-12-14 08:20:00,-11186638.641147317,22841069.226041913,-7110694.722106383
G27,2021-12-14 08:36:40,-11783933.302743921,23258107.40176423,-4009457.706012571
G27,2021-12-14 08:53:20,-12150379.142610464,23371452.55844021,-825740.1794655318
G27,2021-12-14 09:10:00,-12327104.88090874,23148285.123687975,2372831.504784464
G27,2021-12-14 09:26:40,-12362215.478213796,22567698.28354463,5518314.6843474
G27,2021-12-14 09:43:20,-12308197.476730756,21621862.64125545,8543895.791116906
G27,2021-12-14 10:00:00,-12219127.793802619,20316587.615568206,11385311.47824755
G27,2021-12-14 10:16:40,-12147820.840835214,18671251.92245494,13982214.859252237
G27,2021-12-14 10:33:20,-12143051.677375872,16718105.638408318,16279457.55572708
G27,2021-12-14 10:50:00,-12246989.106573405,14500976.317952525,18228260.23971285
G27,2021-12-14 11:06:40,-12492962.38634608,12073439.97346468,19787246.94457451
G27,2021-12-14 11:23:20,-12903669.098718733,9496543.06571472,20923321.503981307
G27,2021-12-14 11:40:00,-13489910.496023223,6836182.812231433,21612367.95687416
G27,2021-12-14 11:56:40,-14249915.364867546,4160269.1316834833,21839760.528238833
G27,2021-12-14 12:13:20,-15169285.32792841,1535801.694874782,21600672.775646538
G27,2021-12-14 12:30:00,-16221564.864871847,-974000.5894474266,20900179.610457983
G27,2021-12-14 12:46:40,-17369409.558409095,-3312382.915834439,19753150.10442409
G27,2021-12-14 13:03:20,-18566297.54096453,-5431424.919510887,18183933.228622567
G27,2021-12-14 13:20:00,-19758703.158324614,-7293986.996430996,16225842.893222058
G27,2021-12-14 13:36:40,-20888629.69709382,-8875141.650265776,13920452.80668313
G27,2021-12-14 13:53:20,-21896380.699548624,-10163023.297136186,11316715.682325343
G27,2021-12-14 14:10:00,-22723437.757216696,-11159057.553170389,8469925.105584005
G27,2021-12-14 14:26:40,-23315307.320268087,-11877560.544542402,5440541.842452821
G27,2021-12-14 14:43:20,-23624200.276516665,-12344728.816389345,2292909.418869396
G27,2021-12-14 15:00:00,-23611415.816901952,-12597069.532965567,-906113.6651772845
G27,2021-12-14 15:16:40,-23249315.0649271,-12679347.44175389,-4088575.790926627
G27,2021-12-14 15:33:20,-22522789.444589317,-12642148.207305178,-7186877.587986848
G27,2021-12-14 15:50:00,-21430152.85252774,-12539176.069071515,-10135209.709372137
G27,2021-12-14 16:06:40,-19983414.210209288,-12424416.440962275,-12870952.096945077
G27,2021-12-14 16:23:20,-18207916.555271614,-12349300.433543356,-15336004.729094708
G27,2021-12-14 16:40:00,-16141359.0434353,-12360008.044083053,-17478021.438639283
G27,2021-12-14 16:56:40,-13832247.607370736,-12495039.95552084,-19251520.613641407
G27,2021-12-14 17:13:20,-11337847.143824192,-12783174.866175912,-20618849.37165787
G27,2021-12-14 17:30:00,-8721731.686153933,-13241910.689949445,-21550981.04233843
G27,2021-12-14 17:46:40,-6051047.96174385,-13876464.734695982,-22028129.412528995
G27,2021-12-14 18:03:20,-3393621.1612303145,-14679381.207738055,-22040167.090880662
G27,2021-12-14 18:20:00,-815039.0558214253,-15630765.388672126,-21586839.44907978
G27,2021-12-14 18:36:40,1624148.5242542867,-16699133.918933574,-20677769.81564212
G27,2021-12-14 18:53:20,3870983.411287776,-17842841.283061564,-19332255.865891255
G27,2021-12-14 19:10:00,5882286.334784572,-19012015.065752923,-17578861.405915357
G27,2021-12-14 19:26:40,7626375.363232191,-20150908.241750784,-15454811.931087261
G27,2021-12-14 19:43:20,9084235.455174088,-21200556.73246335,-13005206.393377434
G27,2021-12-14 20:00:00,10250085.03667032,-22101615.695849523,-10282061.473845772
G27,2021-12-14 20:16:40,11131314.14237058,-22797239.225191534,-7343208.256588713
G27,2021-12-14 20:33:20,11747798.548926678,-23235865.77022609,-4251064.45708743
G27,2021-12-14 20:50:00,12130624.081083683,-23373775.81572163,-1071308.1815704247
G27,2021-12-14 21:06:40,12320283.457214259,-23177298.997524727,2128518.5089924685
G27,2021-12-14 21:23:20,12364433.292204544,-22624564.424966402,5280446.275732126
G27,2021-12-14 21:40:00,12315319.948710382,-21706709.727292854,8317524.475248158
G27,2021-12-14 21:56:40,12226998.777318662,-20428490.19603392,11175245.237037221
G27,2021-12-14 22:13:20,12152481.125055743,-18808258.083941367,13792914.963911321
G27,2021-12-14 22:30:00,12140946.838082796,-16877312.227052394,16114943.826728832
G27,2021-12-14 22:46:40,12235156.68832391,-14678648.196922958,18092025.764613528
G27,2021-12-14 23:03:20,12469189.401475437,-12265167.701056642,19682184.047224022
G27,2021-12-14 23:20:00,12866612.260547625,-9697431.564462574,20851660.506876685
G27,2021-12-14 23:36:40,13439173.392973348,-7041062.142596759,21575630.00014259
G32,2021-12-14 00:00:00,15707283.613820335,16094137.311683081,-14160269.549780935
G32,2021-12-14 00:16:40,16060131.355048027,17726867.407877706,-11625796.006178183
G32,2021-12-14 00:33:20,16370887.70957778,19030645.26103452,-8842746.91634131
G32,2021-12-14 00:50:00,16585916.981204964,19994729.99750708,-5870222.289770168
G32,2021-12-14 01:06:40,16652507.52853174,20621559.91558602,-2771350.858455805
G32,2021-12-14 01:23:20,16521611.457838105,20926380.182955492,388051.6529888672
G32,2021-12-14 01:40:00,16150427.735538987,20936276.74600393,3540882.0510734534
G32,2021-12-14 01:56:40,15504704.009681359,20688663.70267922,6620176.91350466
G32,2021-12-14 02:13:20,14560645.80960581,20229297.51019911,9560536.81375577
G32,2021-12-14 02:30:00,13306340.545462575,19609913.985154115,12299516.874590594
G32,2021-12-14 02:46:40,11742626.93386692,18885602.00038442,14778953.796858221
G32,2021-12-14 03:03:20,9883366.991153099,18112040.221072473,16946201.003786027
G32,2021-12-14 03:20:00,7755106.2624101015,17342729.563189022,18755245.66880755
G32,2021-12-14 03:36:40,5396137.106618985,16626354.019473897,20167684.07978637
G32,2021-12-14 03:53:20,2855008.235081188,16004396.115493167,21153534.945847116
G32,2021-12-14 04:10:00,188549.95644780947,15509120.870656572,21691873.7820146
G32,2021-12-14 04:26:40,-2540492.5104484577,15162024.367021143,21771275.32065182
G32,2021-12-14 04:43:20,-5266106.791282639,14972820.737079863,21390054.91316872
G32,2021-12-14 05:00:00,-7921818.057461167,14939015.634280147,20556304.02581003
G32,2021-12-14 05:16:40,-10443519.142038314,15046086.258664321,19287719.133969173
G32,2021-12-14 05:33:20,-12772193.306485545,15268259.081232801,17611227.521904204
G32,2021-12-14 05:50:00,-14856401.899109924,15569847.890418038,15562417.64349263
G32,2021-12-14 06:06:40,-16654420.167308394,15907088.002631294,13184785.73750545
G32,2021-12-14 06:23:20,-18135921.03300208,16230378.695295164,10528814.254216902
G32,2021-12-14 06:40:00,-19283127.966985136,16486826.268342096,7650901.265920855
G32,2021-12-14 06:56:40,-20091383.226929512,16622965.573204726,4612163.318860108
G32,2021-12-14 07:13:20,-20569105.485501986,16587529.093003685,1477137.0471524275
G32,2021-12-14 07:30:00,-20737139.954942435,16334130.16943977,-1687592.7828920532
G32,2021-12-14 07:46:40,-20627533.113638446,15823730.90391739,-4814809.38491175
G32,2021-12-14 08:03:20,-20281791.64523845,15026775.44657063,-7838093.739265122
G32,2021-12-14 08:20:00,-19748709.858913556,13924885.34334847,-10693237.229352498
G32,2021-12-14 08:36:40,-19081870.453736477,12512034.55841934,-13319606.703564566
G32,2021-12-14 08:53:20,-18336939.008860134,10795146.692727296,-15661432.669887623
G32,2021-12-14 09:10:00,-17568882.27332324,8794084.549367335,-17668993.143901456
G32,2021-12-14 09:26:40,-16829243.74358406,6541031.196397968,-19299668.093307942
G32,2021-12-14 09:43:20,-16163607.020046895,4079290.6410422814,-20518842.360883858
G32,2021-12-14 10:00:00,-15609368.20888653,1461563.7726663784,-21300638.30258976
G32,2021-12-14 10:16:40,-15193923.661989115,-1252219.9371819452,-21628463.050177928
G32,2021-12-14 10:33:20,-14933359.368484234,-3997413.5163863776,-21495359.209306244
G32,2021-12-14 10:50:00,-14831704.289130628,-6707388.732388232,-20904151.859654546
G32,2021-12-14 11:06:40,-14880782.994980205,-9316369.244667081,-19867388.870916232
G32,2021-12-14 11:23:20,-15060674.391216084,-11762227.8176485,-18407075.735287342
G32,2021-12-14 11:40:00,-15340754.402650377,-13989116.366838692,-16554210.293847525
G32,2021-12-14 11:56:40,-15681272.61277232,-15949805.40546787,-14348126.847960042
G32,2021-12-14 12:13:20,-16035387.289544415,-17607623.086671982,-11835663.13501849
G32,2021-12-14 12:30:00,-16351561.210850205,-18937902.892012145,-9070167.43549863
G32,2021-12-14 12:46:40,-16576203.28315659,-19928872.244651135,-6110366.578078662
G32,2021-12-14 13:03:20,-16656428.986950262,-20581940.848115325,-3019118.725852712
G32,2021-12-14 13:20:00,-16542806.787647394,-20911376.116666272,137922.53818875193
G32,2021-12-14 13:36:40,-16191958.136014272,-20943382.300103705,3293704.245411845
G32,2021-12-14 13:53:20,-15568885.548254397,-20714628.39381338,6381200.200367113
G32,2021-12-14 14:10:00,-14648916.182970433,-20270296.26877438,9334836.55772795
G32,2021-12-14 14:26:40,-13419166.693382284,-19661743.361848988,12091886.129270945
G32,2021-12-14 14:43:20,-11879458.027251745,-18943892.611811355,14593801.478248749
G32,2021-12-14 15:00:00,-10042635.14763202,-18172475.221470334,16787458.299591966
G32,2021-12-14 15:16:40,-7934275.065691993,-17401258.65911248,18626282.664709356
G32,2021-12-14 15:33:20,-5591795.730521896,-16679392.777431484,20071238.353599273
G32,2021-12-14 15:50:00,-3063006.8079107655,-16049001.034497093,21091653.616684623
